event_date,event_datetime_start,event_datetime_end,event_timezone,event_name,event_location_name,event_address,event_city,event_state,event_postal_code,event_country,event_latitude,event_longitude,event_info,event_type,univ_id
2016-09-14,2016-09-14 13:45:00,,,Lake Forest Academy Visit,Lake Forest Acad,1500 W Kennedy Rd,Lake Forest,IL,60045-1047,US,,,,,145637_req
2016-09-14,2016-09-14 14:00:00,,,British International School of Chicago - College Fair,British School of Chicago,814 W Eastman St,Chicago,IL,60642-2609,US,,,,,145637_req
2016-09-14,2016-09-14 14:25:00,,,Oak Park High School Visit,Oak Park High Sch,899 Kanan Rd,Oak Park,CA,91377-3904,US,,,,,145637_req
2016-09-14,2016-09-14 14:34:00,,,Chattahoochee High School Visit,Chattahoochee High Sch,5230 Taylor Rd,Alpharetta,GA,30022-6015,US,,,,,145637_req
2016-09-14,2016-09-14 15:00:00,,,Texas Academy of Math and Science High School Visit,Texas Acad Math and Science,PO Box 5307,Denton,TX,76203,US,,,,,145637_req
2016-09-14,2016-09-14 17:00:00,,,East Village Youth Program Senior Gathering - High School Visit,East Village Youth Program,3643 W Belmont Ave,Chicago,IL,60618-5327,US,,,,,145637_req
2016-09-14,2016-09-14 18:00:00,,,Allen High School College Night,Allen High Sch,601 E Main St,Allen,TX,75002-3007,US,,,,,145637_req
2016-09-14,2016-09-14 18:30:00,,,Maine Township District 207 College Fair,Maine West High Sch,1755 S Wolf Rd,Des Plaines,IL,60018-1923,US,,,,,145637_req
2016-09-14,2016-09-14 18:30:00,,,Cincinnati Suburban College Fair,Cincinnati Country Day Sch,6905 Given Rd,Cincinnati,OH,45243-2839,US,,,,,145637_req
2016-09-15,2016-09-15 07:30:00,,,St. Mary Academy,St Mary Acad - Bay View,3070 Pawtucket Ave,Riverside,RI,02915-5105,US,,,,,145637_req
2016-09-15,2016-09-15 08:20:00,,,Alpharetta High School Visit,Alpharetta High School,3595 Webb Bridge Rd,Alpharetta,GA,30005-4140,US,,,,,145637_req
2016-09-15,2016-09-15 08:30:00,,,School for the Talented & Gifted (TAG) High School Visit,Sch For Talented and Gifted,1201 E 8th St,Dallas,TX,75203-2564,US,,,,,145637_req
2016-09-15,2016-09-15 08:30:00,,,Mt Zion High School Visit,Mount Zion High Sch,305 S Henderson St,Mt Zion,IL,62549-1323,US,,,,,145637_req
2016-09-15,2016-09-15 08:30:00,,,South Pasadena High School Visit,South Pasadena High Sch,1401 Fremont Ave,S Pasadena,CA,91030-3809,US,,,,,145637_req
2016-09-15,2016-09-15 09:00:00,,,CICS Ralph Ellison - College Fair,CICS - Ralph Ellison Campus,1817 W 80th St,Chicago,IL,60620-4557,US,,,,,145637_req
2016-09-15,2016-09-15 09:00:00,,,Rosary High School Visit,Rosary High Sch,901 N Edgelawn Dr,Aurora,IL,60506-1819,US,,,,,145637_req
2016-09-15,2016-09-15 09:04:00,,,Champaign Centennial High School - High School Visit,Centennial High Sch,913 Crescent Dr,Champaign,IL,61821-4243,US,,,,,145637_req
2016-09-15,2016-09-15 09:15:00,,,St Raphael Academy Visit,St Raphael Acad,123 Walcott St,Pawtucket,RI,02860-3222,US,,,,,145637_req
2016-09-15,2016-09-15 09:30:00,,,Science/Engineering Magnet High School Visit,Sci and Eng Sch at Townview,1201 E 8th St Ste 216,Dallas,TX,75203-2555,US,,,,,145637_req
2016-09-15,2016-09-15 09:30:00,,,Deerfield High School Visit,Deerfield High Sch,1959 Waukegan Rd,Deerfield,IL,60015-1840,US,,,,,145637_req
2016-09-15,2016-09-15 09:38:00,,,MacArthur High School Visit,Douglas MacArthur High Sch,1499 W Grand Ave,Decatur,IL,62522-1410,US,,,,,145637_req
2016-09-15,2016-09-15 09:55:00,,,Lakota West High School,Lakota West High Sch,8940 Union Centre Blvd,West Chester,OH,45069-2948,US,,,,,145637_req
2016-09-15,2016-09-15 10:15:00,,,Chicago Christian High Sch - High School Visit,Chicago Christian High Sch,12001 S Oak Park Ave,Palos Heights,IL,60463-1687,US,,,,,145637_req
2016-09-15,2016-09-15 10:30:00,,,Northview High School Visit,Northview High Sch,10625 Parsons Rd,Duluth,GA,30097-1717,US,,,,,145637_req
2016-09-15,2016-09-15 10:35:00,,,Elmwood Park High Sch - High School Visit,Elmwood Park High Sch,8201 W Fullerton Ave,Elmwood Park,IL,60707-2449,US,,,,,145637_req
2016-09-15,2016-09-15 11:00:00,,,Woodland High School,Woodland High Sch,5800 E 3000 North Rd,Streator,IL,61364-8881,US,,,,,145637_req
2016-09-15,2016-09-15 11:15:00,,,Glenbard South High School Visit,Glenbard South High Sch,23W200 Butterfield Rd,Glen Ellyn,IL,60137-6974,US,,,,,145637_req
2016-09-15,2016-09-15 11:15:00,,,Aurora Central Catholic High School Visit,Aurora Central Catholic Hs,1255 N Edgelawn Dr,Aurora,IL,60506-1672,US,,,,,145637_req
2016-09-15,2016-09-15 11:30:00,,,Sullivan High School Visit,Sullivan High Sch,725 N Main St,Sullivan,IL,61951-1540,US,,,,,145637_req
2016-09-15,2016-09-15 11:30:00,,,Cincinnati Hills Christian Academy Visit,Cincinnati Hills Chrstn Acad,11525 Snider Rd,Cincinnati,OH,45249-1218,US,,,,,145637_req
2016-09-15,2016-09-15 11:30:00,,,Westlake Academy High School Visit,Westlake Academy,2600 J T Ottinger Rd,Westlake,TX,76262-8012,US,,,,,145637_req
2016-09-15,2016-09-15 11:45:00,,,Eisenhower High School Visit,Eisenhower High Sch,1200 S 16th St,Decatur,IL,62521-3801,US,,,,,145637_req
2016-09-15,2016-09-15 12:10:00,,,Temple City High School Visit,Temple City High Sch,9501 Lemon Ave,Temple City,CA,91780-1305,US,,,,,145637_req
2016-09-15,2016-09-15 12:30:00,,,Pontiac Township High School Visit,Pontiac Township High Sch,1100 E Indiana Ave,Pontiac,IL,61764-1204,US,,,,,145637_req
2016-09-15,2016-09-15 12:35:00,,,East Aurora High School Visit,Aurora East High Sch,500 Tomcat Ln,Aurora,IL,60505-5006,US,,,,,145637_req
2016-09-15,2016-09-15 12:40:00,,,Latin Sch of Chicago - High School Visit,Latin Sch of Chicago,59 W North Blvd,Chicago,IL,60610-1403,US,,,,,145637_req
2016-09-15,2016-09-15 12:45:00,,,La Salle Academy Visit,La Salle Acad,612 Academy Ave,Providence,RI,02908-2725,US,,,,,145637_req
2016-09-15,2016-09-15 13:00:00,,,Arthur-Lovington/Atwood-Hammond High School Visit,Arthur Lovngtn Atwood Hammd HS,301 E Columbia St,Arthur,IL,61911-1403,US,,,,,145637_req
2016-09-15,2016-09-15 13:00:00,,,Carroll Senior High School Visit,Carroll High Sch,1501 W Southlake Blvd,Southlake,TX,76092-5948,US,,,,,145637_req
2016-09-15,2016-09-15 13:00:00,,,San Marino High School Visit,San Marino High Sch,2701 Huntington Dr,San Marino,CA,91108-2218,US,,,,,145637_req
2016-09-15,2016-09-15 13:15:00,,,Oak Forest High Sch - High School Visit,Oak Forest High Sch,15201 Central Ave,Oak Forest,IL,60452-2101,US,,,,,145637_req
2016-09-15,2016-09-15 13:40:00,,,East Leyden - College Fair,East Leyden High Sch,3400 Rose St,Franklin Park,IL,60131-2155,US,,,,,145637_req
2016-09-15,2016-09-15 13:45:00,,,Notre Dame High Sch Boys - High School Visit,Notre Dame High Sch Boys,7655 W Dempster St,Niles,IL,60714-2033,US,,,,,145637_req
2016-09-15,2016-09-15 14:00:00,,,Highland Park High School Visit,Highland Park High Sch,433 Vine Ave,Highland Park,IL,60035-2044,US,,,,,145637_req
2016-09-15,2016-09-15 14:15:00,,,Wheeler School,Wheeler Sch,216 Hope St,Providence,RI,02906-2214,US,,,,,145637_req
2016-09-15,2016-09-15 14:20:00,,,Lincoln Park High Sch - High School Visit,Lincoln Park High Sch,2001 N Orchard St,Chicago,IL,60614-4404,US,,,,,145637_req
2016-09-15,2016-09-15 14:30:00,,,Tuscola High School Visit,Tuscola High Sch,500 S Prairie St,Tuscola,IL,61953-1771,US,,,,,145637_req
2016-09-15,2016-09-15 14:45:00,,,Arcadia High School Visit,Arcadia High Sch,180 Campus Dr,Arcadia,CA,91007-6958,US,,,,,145637_req
2016-09-15,2016-09-15 18:00:00,,,Palisades Charter High School College Fair,Palisades Charter High Sch,15777 Bowdoin St,Pacific Plsds,CA,90272-3523,US,,,,,145637_req
2016-09-15,2016-09-15 18:00:00,,,Macomb Area Regional Fair,Western Illinois Univ,1 University Cir,Macomb,IL,61455-1367,US,,,,,145637_req
2016-09-15,2016-09-15 18:00:00,,,Coppell High School College Night,Coppell Senior High Sch,185 W Parkway Blvd,Coppell,TX,75019-2229,US,,,,,145637_req
2016-09-15,2016-09-15 18:30:00,,,Hamilton County College Fair,Fishers High School,13000 Promise Rd,Fishers,IN,46038-9606,US,,,,,145637_req
2016-09-16,2016-09-16 08:22:00,,,Huntley High School Visit,Huntley High Sch,13719 Harmony Rd,Huntley,IL,60142-9792,US,,,,,145637_req
2016-09-16,2016-09-16 08:30:00,,,Bishop Hendricken College Fair,Bishop Hendricken High Sch,2615 Warwick Ave,Warwick,RI,02889-4224,US,,,,,145637_req
2016-09-16,2016-09-16 08:45:00,,,New Trier High School Visit,New Trier Township High Sch,385 Winnetka Ave,Winnetka,IL,60093-4238,US,,,,,145637_req
2016-09-16,2016-09-16 09:00:00,,,Catalyst Maria High School - College Fair,Catalyst-Maria High School,6727 S California Ave,Chicago,IL,60629-1816,US,,,,,145637_req
2016-09-16,2016-09-16 09:00:00,,,Taylorville High School Visit,Taylorville High Sch,815 W Springfield Rd,Taylorville,IL,62568-1245,US,,,,,145637_req
2016-09-16,2016-09-16 09:10:00,,,Schaumburg High School Visit,Schaumburg High Sch,1100 W Schaumburg Rd,Schaumburg,IL,60194-4150,US,,,,,145637_req
2016-09-16,2016-09-16 09:15:00,,,Santa Monica High School Visit,Santa Monica High Sch,601 Pico Blvd,Santa Monica,CA,90405-1224,US,,,,,145637_req
2016-09-16,2016-09-16 09:25:00,,,Maine East High School Visit,Maine Township HS East,2601 Dempster St,Park Ridge,IL,60068-1155,US,,,,,145637_req
2016-09-16,2016-09-16 09:30:00,,,Westlake High School Visit,Westlake High Sch,4100 Westbank Dr,Austin,TX,78746-6566,US,,,,,145637_req
2016-09-16,2016-09-16 09:53:00,,,George Westinghouse Coll Prep - High School Visit,George Westinghouse Coll Prep,3223 W Franklin Blvd,Chicago,IL,60624-1502,US,,,,,145637_req
2016-09-16,2016-09-16 10:06:00,,,Unity High School (Tolono) High School Visit,Unity High Sch,1127 County Road 800 N,Tolono,IL,61880-9300,US,,,,,145637_req
2016-09-16,2016-09-16 10:10:00,,,Beverly Hills High School Visit,Beverly Hills High Sch,241 S Moreno Dr,Beverly Hills,CA,90212-3639,US,,,,,145637_req
2016-09-16,2016-09-16 10:30:00,,,Schurz High Sch - High School Visit,Schurz High Sch,3601 N Milwaukee Ave,Chicago,IL,60641-3033,US,,,,,145637_req
2016-09-16,2016-09-16 10:30:00,,,Lane Tech High School - High School Visit,Lane Tech High Sch,2501 W Addison St,Chicago,IL,60618-5902,US,,,,,145637_req
2016-09-16,2016-09-16 10:39:00,,,Richmond-Burton Community High School Visit,Richmond-Burton Comm Hs,8311 Il Route 31,Richmond,IL,60071-9733,US,,,,,145637_req
2016-09-16,2016-09-16 11:10:00,,,Maine South High School Visit,Maine Township HS South,1111 S Dee Rd,Park Ridge,IL,60068-4379,US,,,,,145637_req
2016-09-16,2016-09-16 11:10:00,,,William Fremd High School Visit,William Fremd High Sch,1000 S Quentin Rd,Palatine,IL,60067-7018,US,,,,,145637_req
2016-09-16,2016-09-16 11:30:00,,,Saint Michael's Catholic Academy High School Visit,St Michaels Catholic Acad,3000 Barton Creek Blvd,Austin,TX,78735-1408,US,,,,,145637_req
2016-09-16,2016-09-16 12:00:00,,,Loyola Academy High School Visit,Loyola Acad,1100 Laramie Ave,Wilmette,IL,60091-1021,US,,,,,145637_req
2016-09-16,2016-09-16 12:06:00,,,Diamond Bar High School Visit,Diamond Bar High Sch,21400 Pathfinder Rd,Diamond Bar,CA,91765-2747,US,,,,,145637_req
2016-09-16,2016-09-16 12:15:00,,,McHenry East High School Visit,McHenry Comm HS East,1012 N Green St,Mchenry,IL,60050-5721,US,,,,,145637_req
2016-09-16,2016-09-16 13:00:00,,,Saint Stephen's Episcopal School,St Stephens Episcopal Sch,6500 Saint Stephens Dr,Austin,TX,78746-1716,US,,,,,145637_req
2016-09-16,2016-09-16 13:00:00,,,Fenwick High Sch - High School Visit,Fenwick High Sch,505 Washington Blvd,Oak Park,IL,60302-4005,US,,,,,145637_req
2016-09-16,2016-09-16 13:30:00,,,University Lab HS (Uni High)- High School Visit,University Laboratory High Sch,1212 W Springfield Ave,Urbana,IL,61801-2909,US,,,,,145637_req
2016-09-16,2016-09-16 13:40:00,,,Maine West High School Visit,Maine West High Sch,1755 S Wolf Rd,Des Plaines,IL,60018-1923,US,,,,,145637_req
2016-09-16,2016-09-16 14:00:00,,,Beacon Academy High School Visit,Beacon Academy,1574 Sherman Ave,Evanston,IL,60201,US,,,,,145637_req
2016-09-16,2016-09-16 14:00:00,,,Meridian High School Visit,Meridian High Sch,728 S Wall St,Macon,IL,62544-4380,US,,,,,145637_req
2016-09-16,2016-09-16 15:00:00,,,Liberal Arts & Science Academy,Liberal Arts and Science Acad,7309 Lazy Creek Dr,Austin,TX,78724-3211,US,,,,,145637_req
2016-09-17,2016-09-17 09:00:00,,,St Mark United Methodist - College Fair,St Mark United Methodist,8441 S Saint Lawrence Ave,Chicago,IL,60619-6022,US,,,,,145637_req
2016-09-19,2016-09-19 08:20:00,,,Rutgers Preparatory School Visit,Rutgers Preparatory Sch,1345 Easton Ave,Somerset,NJ,08873-1412,US,,,,,145637_req
2016-09-19,2016-09-19 08:30:00,,,Crete-Monee High School Visit,Crete-Monee High Sch,1515 W Exchange St,Crete,IL,60417-9601,US,,,,,145637_req
2016-09-19,2016-09-19 09:00:00,,,Johns Burroughs School Visit,John Burroughs Sch,755 S Price Rd,Saint Louis,MO,63124-1866,US,,,,,145637_req
2016-09-19,2016-09-19 09:00:00,,,Beacon School Visit,Beacon Sch,227 W 61st St Apt 243,New York,NY,10023-7835,US,,,,,145637_req
2016-09-19,2016-09-19 09:25:00,,,St Joseph High School Visit,St Joseph High Sch,145 Plainfield Rd,Metuchen,NJ,08840-1004,US,,,,,145637_req
2016-09-19,2016-09-19 09:30:00,,,Lake Travis High School Visit,Lake Travis High Sch,3324 Ranch Road 620 S,Austin,TX,78738-6804,US,,,,,145637_req
2016-09-19,2016-09-19 10:15:00,,,Northridge Preparatory Sch - High School Visit,Northridge Preparatory Sch,8320 W Ballard Rd,Niles,IL,60714-1533,US,,,,,145637_req
2016-09-19,2016-09-19 10:25:00,,,Cary Grove High School Visit,Cary Grove High Sch,2208 3 Oaks Rd,Cary,IL,60013-1627,US,,,,,145637_req
2016-09-19,2016-09-19 10:40:00,,,Beecher High School Visit,Beecher High Sch,538 Miller St,Beecher,IL,60401-6620,US,,,,,145637_req
2016-09-19,2016-09-19 10:54:00,,,Clayton High School Visit,Clayton High School,1 Mark Twain Cir,Saint Louis,MO,63105-1613,US,,,,,145637_req
2016-09-19,2016-09-19 11:00:00,,,Vandegrift High School,Vandegrift High School,9500 McNeil Dr,Austin,TX,78750-8530,US,,,,,145637_req
2016-09-19,2016-09-19 11:00:00,,,Lockport Township High School Visit,Lockport Township High Sch,1333 E 7th St,Lockport,IL,60441-3823,US,,,,,145637_req
2016-09-19,2016-09-19 11:45:00,,,Chicago Tech Academy High Sch - High School Visit,Chicago Tech Academy High Sch,1301 W 14th St,Chicago,IL,60608-1409,US,,,,,145637_req
2016-09-19,2016-09-19 11:50:00,,,UNIS High School Visit,United Nations Internatl Sch,2450 Fdr Dr,New York,NY,10010-4000,US,,,,,145637_req
2016-09-19,2016-09-19 11:50:00,,,Ida Crown Jewish Acad - High School Visit,Ida Crown Jewish Acad,2828 W Pratt Blvd,Chicago,IL,60645-4314,US,,,,,145637_req
2016-09-19,2016-09-19 12:00:00,,,Corliss High Sch - High School Visit,Corliss High Sch,821 E 103rd St,Chicago,IL,60628-3003,US,,,,,145637_req
2016-09-19,2016-09-19 12:35:00,,,Peotone High School Visit,Peotone High Sch,605 W North St,Peotone,IL,60468-9182,US,,,,,145637_req
2016-09-19,2016-09-19 12:40:00,,,Lindbergh High School Visit,Lindbergh High Sch,4900 S Lindbergh Blvd,Saint Louis,MO,63126-3235,US,,,,,145637_req
2016-09-19,2016-09-19 13:00:00,,,Providence Catholic High School Visit,Providence Catholic Hs,1800 W Maple St,New Lenox,IL,60451-1693,US,,,,,145637_req
2016-09-19,2016-09-19 13:00:00,,,Westwood High School Visit,Westwood High Sch,12400 Mellow Meadow Dr,Austin,TX,78750-1824,US,,,,,145637_req
2016-09-19,2016-09-19 14:00:00,,,Kirkwood High School Visit,Kirkwood High Sch,801 W Essex Ave,Saint Louis,MO,63122-3608,US,,,,,145637_req
2016-09-19,2016-09-19 14:15:00,,,Watchung Hills Regional High School Visit,Watchung Hills Regl High Sch,108 Stirling Rd,Warren,NJ,07059-5772,US,,,,,145637_req
2016-09-19,2016-09-19 14:25:00,,,Vernon Hills High School Visit,Vernon Hills High Sch,145 Lakeview Pkwy,Vernon Hills,IL,60061-1566,US,,,,,145637_req
2016-09-19,2016-09-19 14:30:00,,,Anderson High School Visit,L C Anderson High Sch,8403 Mesa Dr,Austin,TX,78759-8117,US,,,,,145637_req
2016-09-19,2016-09-19 14:35:00,,,Packer Collegiate School Visit,Packer Coll Inst,170 Joralemon St,Brooklyn,NY,11201-4312,US,,,,,145637_req
2016-09-19,2016-09-19 15:45:00,,,Urban Prep Acad - West Campus - High School Visit,Urban Prep Acad - West Campus,1326 W 14th Pl,Chicago,IL,60608-2106,US,,,,,145637_req
2016-09-19,2016-09-19 18:00:00,,,Five-School Collaborative College Fair,St. Louis Community College,,Saint Louis,MO,63102,US,,,,,145637_req
2016-09-19,2016-09-19 18:00:00,,,Passaic County College Fair,William Paterson University Recreation Center,300 Pompton Rd,Wayne,NJ,07470-2103,US,,,,,145637_req
2016-09-19,2016-09-19 19:00:00,,,Resurrection High Sch - Resurrection & Notre Dame College Fair,Resurrection High Sch,7500 W Talcott Ave,Chicago,IL,60631-3705,US,,,,,145637_req
2016-09-20,2016-09-20 07:45:00,,,Alcott High School - High School Visit,Alcott High School,2957 N Hoyne Ave,Chicago,IL,60618-8208,US,,,,,145637_req
2016-09-20,2016-09-20 08:10:00,,,Bergen County Academies High School Visit,Bergen County Career Academies,200 Hackensack Ave,Hackensack,NJ,07601-6110,US,,,,,145637_req
2016-09-20,2016-09-20 08:30:00,,,Mundelein High School Visit,Mundelein High Sch,1350 W Hawley St,Mundelein,IL,60060-1504,US,,,,,145637_req
2016-09-20,2016-09-20 08:45:00,,,Eric Solorio Academy High Sch - High School Visit,Eric Solorio Academy High Sch,5400 S Saint Louis Ave,Chicago,IL,60632-3287,US,,,,,145637_req
2016-09-20,2016-09-20 08:51:00,,,Bronx High School of Science Visit,Bronx High Sch of Science,75 Bronx Science Blvd,Bronx,NY,10468-1052,US,,,,,145637_req
2016-09-20,2016-09-20 08:54:00,,,Westmont High School Visit,Westmont High Sch,909 Oakwood Dr,Westmont,IL,60559-1073,US,,,,,145637_req
2016-09-20,2016-09-20 09:05:00,,,Wheaton North High School Visit,Wheaton North High Sch,701 W Thomas Rd,Wheaton,IL,60187-3141,US,,,,,145637_req
2016-09-20,2016-09-20 09:15:00,,,Parkway South High School Visit,Parkway South High Sch,801 Hanna Rd,Ballwin,MO,63021-6771,US,,,,,145637_req
2016-09-20,2016-09-20 09:15:00,,,Thornwood High Sch - High School Visit,Thornwood High Sch,17101 S Park Ave,South Holland,IL,60473-3484,US,,,,,145637_req
2016-09-20,2016-09-20 09:30:00,,,Benton Consolidated High School Visit,Benton Consolidated Hs,511 E Main St,Benton,IL,62812-2522,US,,,,,145637_req
2016-09-20,2016-09-20 10:20:00,,,Parkway West High School Visit,Parkway West High Sch,14653 Clayton Rd,Ballwin,MO,63011-2656,US,,,,,145637_req
2016-09-20,2016-09-20 11:00:00,,,Wendell Phillips HS Acad - High School Visit,Wendell Phillips HS Acad,244 E Pershing Rd,Chicago,IL,60653-2222,US,,,,,145637_req
2016-09-20,2016-09-20 11:05:00,,,Fenton High School Visit,Fenton High Sch,1000 W Green St,Bensenville,IL,60106-2008,US,,,,,145637_req
2016-09-20,2016-09-20 11:08:00,,,Glenbard West High School Visit,Glenbard West High Sch,670 Crescent Blvd,Glen Ellyn,IL,60137-4286,US,,,,,145637_req
2016-09-20,2016-09-20 11:20:00,,,High Tech High School,High Tech High Sch,8511 Tonnelle Ave,North Bergen,NJ,07047-4738,US,,,,,145637_req
2016-09-20,2016-09-20 11:20:00,,,Chicago Bulls College Prep -  High School Visit,Chicago Bulls College Prep,2040 W Adams St,Chicago,IL,60612-3052,US,,,,,145637_req
2016-09-20,2016-09-20 11:54:00,,,Hunter College High School Visit,Hunter College High Sch,71 E 94th St,New York,NY,10128-0779,US,,,,,145637_req
2016-09-20,2016-09-20 11:58:00,,,Frankfort Community High School Visit,Frankfort Cmty High Sch,601 E Main St,W Frankfort,IL,62896-1333,US,,,,,145637_req
2016-09-20,2016-09-20 12:20:00,,,Chicago Intl Northtown Acad - High School Visit,Chicago Intl Northtown Acad,3900 W Peterson Ave,Chicago,IL,60659-3162,US,,,,,145637_req
2016-09-20,2016-09-20 12:25:00,,,Marquette High School Visit,Marquette High Sch,2351 Clarkson Rd,Chesterfield,MO,63017-7122,US,,,,,145637_req
2016-09-20,2016-09-20 12:45:00,,,Morgan Park Acad - High School Visit,Morgan Park Acad,2153 W 111th St,Chicago,IL,60643-3917,US,,,,,145637_req
2016-09-20,2016-09-20 12:49:00,,,Glenbard East High School Visit,Glenbard East High Sch,1014 S Main St,Lombard,IL,60148-3938,US,,,,,145637_req
2016-09-20,2016-09-20 13:00:00,,,Fort Lee High School,Fort Lee High Sch,3000 Lemoine Ave,Fort Lee,NJ,07024-6105,US,,,,,145637_req
2016-09-20,2016-09-20 13:25:00,,,Grayslake North High School Visit,Grayslake North High Sch,1925 N Il Route 83,Grayslake,IL,60030-7962,US,,,,,145637_req
